TM_KEY_DAY,TM_KEY_WK,TM_KEY_MTH,TM_KEY_QTR,TM_KEY_YR,DAY_DESC,MONTH_DESC,QUARTER_DESC,CENTER,METRIC_GRP,COMP_CD,PRODUCT_GRP,METRIC_CD,METRIC_NAME,DIMENSION_KPI_FLAG,BG_FLAG,AGG_TYPE,RR_IND,GRY_IND,UOM,PERIOD,ACTUAL_SNAP,ACTUAL_AGG,TARGET_SNAP,TARGET_AGG,PPN_TM
20230605,2023023,202306,20232,2023,Monday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,540000000.0,540000000.0,460000000.0,460000000.0,2023-07-03 21:59:11
20230606,2023023,202306,20232,2023,Tuesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,540000000.0,,460000000.0,2023-07-03 21:59:11
20230607,2023023,202306,20232,2023,Wednesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,540000000.0,,460000000.0,2023-07-03 21:59:11
20230608,2023023,202306,20232,2023,Thursday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,540000000.0,,460000000.0,2023-07-03 21:59:11
20230609,2023023,202306,20232,2023,Friday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,540000000.0,,460000000.0,2023-07-03 21:59:11
20230610,2023023,202306,20232,2023,Saturday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,540000000.0,,460000000.0,2023-07-03 21:59:11
20230611,2023023,202306,20232,2023,Sunday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,540000000.0,,460000000.0,2023-07-03 21:59:11
20230612,2023024,202306,20232,2023,Monday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,532000000.0,532000000.0,460000000.0,460000000.0,2023-07-03 21:59:11
20230613,2023024,202306,20232,2023,Tuesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,532000000.0,,460000000.0,2023-07-03 21:59:11
20230614,2023024,202306,20232,2023,Wednesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,532000000.0,,460000000.0,2023-07-03 21:59:11
20230615,2023024,202306,20232,2023,Thursday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,532000000.0,,460000000.0,2023-07-03 21:59:11
20230616,2023024,202306,20232,2023,Friday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,532000000.0,,460000000.0,2023-07-03 21:59:11
20230617,2023024,202306,20232,2023,Saturday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,532000000.0,,460000000.0,2023-07-03 21:59:11
20230618,2023024,202306,20232,2023,Sunday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,532000000.0,,460000000.0,2023-07-03 21:59:11
20230619,2023025,202306,20232,2023,Monday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,518000000.0,518000000.0,460000000.0,460000000.0,2023-07-03 21:59:11
20230620,2023025,202306,20232,2023,Tuesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,518000000.0,,460000000.0,2023-07-03 21:59:11
20230621,2023025,202306,20232,2023,Wednesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,518000000.0,,460000000.0,2023-07-03 21:59:11
20230622,2023025,202306,20232,2023,Thursday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,518000000.0,,460000000.0,2023-07-03 21:59:11
20230623,2023025,202306,20232,2023,Friday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,518000000.0,,460000000.0,2023-07-03 21:59:11
20230624,2023025,202306,20232,2023,Saturday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,518000000.0,,460000000.0,2023-07-03 21:59:11
20230625,2023025,202306,20232,2023,Sunday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,518000000.0,,460000000.0,2023-07-03 21:59:11
20230626,2023026,202306,20232,2023,Monday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,489000000.0,489000000.0,460000000.0,460000000.0,2023-07-03 21:59:11
20230627,2023026,202306,20232,2023,Tuesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,489000000.0,,460000000.0,2023-07-03 21:59:11
20230628,2023026,202306,20232,2023,Wednesday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,489000000.0,,460000000.0,2023-07-03 21:59:11
20230629,2023026,202306,20232,2023,Thursday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,489000000.0,,460000000.0,2023-07-03 21:59:11
20230630,2023026,202306,20232,2023,Friday,June,Quarter 2,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,489000000.0,,460000000.0,2023-07-03 21:59:11
20230701,2023026,202307,20233,2023,Saturday,July,Quarter 3,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230702,2023026,202307,20233,2023,Sunday,July,Quarter 3,New S-Curve,Revenue,TRUE,TDG,TNSC00142,TDG Revenue (Performance View),Y,Y,N,0,GYR,baht,M,,,,,2023-07-03 21:59:11
20230301,2023009,202303,20231,2023,Wednesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,0.0,,,2023-07-03 21:59:11
20230302,2023009,202303,20231,2023,Thursday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,189713166.46338725,189713166.46338725,205173356.32294217,205173356.32294217,2023-07-03 21:59:11
20230303,2023009,202303,20231,2023,Friday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,189713166.46338725,,205173356.32294217,2023-07-03 21:59:11
20230304,2023009,202303,20231,2023,Saturday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,189713166.46338725,,205173356.32294217,2023-07-03 21:59:11
20230305,2023009,202303,20231,2023,Sunday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,189713166.46338725,,205173356.32294217,2023-07-03 21:59:11
20230306,2023010,202303,20231,2023,Monday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,101863062.63653228,291576229.09991956,108285308.33178432,313458664.6547265,2023-07-03 21:59:11
20230307,2023010,202303,20231,2023,Tuesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,291576229.09991956,,313458664.6547265,2023-07-03 21:59:11
20230308,2023010,202303,20231,2023,Wednesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,291576229.09991956,,313458664.6547265,2023-07-03 21:59:11
20230309,2023010,202303,20231,2023,Thursday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,291576229.09991956,,313458664.6547265,2023-07-03 21:59:11
20230310,2023010,202303,20231,2023,Friday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,203769320.64837018,495345549.7482897,218292754.91343603,531751419.5681625,2023-07-03 21:59:11
20230311,2023010,202303,20231,2023,Saturday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,495345549.7482897,,531751419.5681625,2023-07-03 21:59:11
20230312,2023010,202303,20231,2023,Sunday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,495345549.7482897,,531751419.5681625,2023-07-03 21:59:11
20230313,2023011,202303,20231,2023,Monday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,151808655.25750208,647154205.0057918,162549057.35310104,694300476.9212636,2023-07-03 21:59:11
20230314,2023011,202303,20231,2023,Tuesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,647154205.0057918,,694300476.9212636,2023-07-03 21:59:11
20230315,2023011,202303,20231,2023,Wednesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,647154205.0057918,,694300476.9212636,2023-07-03 21:59:11
20230316,2023011,202303,20231,2023,Thursday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,158254046.8160666,805408251.8218584,168814155.70498976,863114632.6262532,2023-07-03 21:59:11
20230317,2023011,202303,20231,2023,Friday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,805408251.8218584,,863114632.6262532,2023-07-03 21:59:11
20230318,2023011,202303,20231,2023,Saturday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,805408251.8218584,,863114632.6262532,2023-07-03 21:59:11
20230319,2023011,202303,20231,2023,Sunday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,147466523.47451213,952874775.2963705,157358326.54657087,1020472959.1728241,2023-07-03 21:59:11
20230320,2023012,202303,20231,2023,Monday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,952874775.2963705,,1020472959.1728241,2023-07-03 21:59:11
20230321,2023012,202303,20231,2023,Tuesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,952874775.2963705,,1020472959.1728241,2023-07-03 21:59:11
20230322,2023012,202303,20231,2023,Wednesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,146932292.90704888,1099807068.2034194,156187051.88437137,1176660011.0571954,2023-07-03 21:59:11
20230323,2023012,202303,20231,2023,Thursday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1099807068.2034194,,1176660011.0571954,2023-07-03 21:59:11
20230324,2023012,202303,20231,2023,Friday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1099807068.2034194,,1176660011.0571954,2023-07-03 21:59:11
20230325,2023012,202303,20231,2023,Saturday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,146230758.27450117,1246037826.4779205,155697398.32996595,1332357409.3871615,2023-07-03 21:59:11
20230326,2023012,202303,20231,2023,Sunday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1246037826.4779205,,1332357409.3871615,2023-07-03 21:59:11
20230327,2023013,202303,20231,2023,Monday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1246037826.4779205,,1332357409.3871615,2023-07-03 21:59:11
20230328,2023013,202303,20231,2023,Tuesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,155364933.44080523,1401402759.9187257,165305901.50283915,1497663310.8900006,2023-07-03 21:59:11
20230329,2023013,202303,20231,2023,Wednesday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1401402759.9187257,,1497663310.8900006,2023-07-03 21:59:11
20230330,2023013,202303,20231,2023,Thursday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1401402759.9187257,,1497663310.8900006,2023-07-03 21:59:11
20230331,2023013,202303,20231,2023,Friday,March,Quarter 1,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1401402759.9187257,,1497663310.8900006,2023-07-03 21:59:11
20230401,2023013,202304,20232,2023,Saturday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,0.0,,,2023-07-03 21:59:11
20230402,2023013,202304,20232,2023,Sunday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,193076005.42161283,193076005.42161283,206429447.7364821,206429447.7364821,2023-07-03 21:59:11
20230403,2023014,202304,20232,2023,Monday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,193076005.42161283,,206429447.7364821,2023-07-03 21:59:11
20230404,2023014,202304,20232,2023,Tuesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,193076005.42161283,,206429447.7364821,2023-07-03 21:59:11
20230405,2023014,202304,20232,2023,Wednesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,193076005.42161283,,206429447.7364821,2023-07-03 21:59:11
20230406,2023014,202304,20232,2023,Thursday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,104281594.48454055,297357599.9061534,108948241.61145438,315377689.3479365,2023-07-03 21:59:11
20230407,2023014,202304,20232,2023,Friday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,297357599.9061534,,315377689.3479365,2023-07-03 21:59:11
20230408,2023014,202304,20232,2023,Saturday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,297357599.9061534,,315377689.3479365,2023-07-03 21:59:11
20230409,2023014,202304,20232,2023,Sunday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,297357599.9061534,,315377689.3479365,2023-07-03 21:59:11
20230410,2023015,202304,20232,2023,Monday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,205389471.29046333,502747071.1966167,219629164.57207203,535006853.92000854,2023-07-03 21:59:11
20230411,2023015,202304,20232,2023,Tuesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,502747071.1966167,,535006853.92000854,2023-07-03 21:59:11
20230412,2023015,202304,20232,2023,Wednesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,502747071.1966167,,535006853.92000854,2023-07-03 21:59:11
20230413,2023015,202304,20232,2023,Thursday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,152730405.58296126,655477476.779578,163544198.62718964,698551052.5471982,2023-07-03 21:59:11
20230414,2023015,202304,20232,2023,Friday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,655477476.779578,,698551052.5471982,2023-07-03 21:59:11
20230415,2023015,202304,20232,2023,Saturday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,655477476.779578,,698551052.5471982,2023-07-03 21:59:11
20230416,2023015,202304,20232,2023,Sunday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,155835377.530427,811312854.310005,169847652.52575275,868398705.072951,2023-07-03 21:59:11
20230417,2023016,202304,20232,2023,Monday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,811312854.310005,,868398705.072951,2023-07-03 21:59:11
20230418,2023016,202304,20232,2023,Tuesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,811312854.310005,,868398705.072951,2023-07-03 21:59:11
20230419,2023016,202304,20232,2023,Wednesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,147044539.34885636,958357393.6588613,158321689.657486,1026720394.7304369,2023-07-03 21:59:11
20230420,2023016,202304,20232,2023,Thursday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,958357393.6588613,,1026720394.7304369,2023-07-03 21:59:11
20230421,2023016,202304,20232,2023,Friday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,958357393.6588613,,1026720394.7304369,2023-07-03 21:59:11
20230422,2023016,202304,20232,2023,Saturday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,146430670.60154602,1104788064.2604074,157143244.3369103,1183863639.0673473,2023-07-03 21:59:11
20230423,2023016,202304,20232,2023,Sunday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1104788064.2604074,,1183863639.0673473,2023-07-03 21:59:11
20230424,2023017,202304,20232,2023,Monday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1104788064.2604074,,1183863639.0673473,2023-07-03 21:59:11
20230425,2023017,202304,20232,2023,Tuesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,145804185.95004788,1250592250.2104552,156650593.07541308,1340514232.1427603,2023-07-03 21:59:11
20230426,2023017,202304,20232,2023,Wednesday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1250592250.2104552,,1340514232.1427603,2023-07-03 21:59:11
20230427,2023017,202304,20232,2023,Thursday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1250592250.2104552,,1340514232.1427603,2023-07-03 21:59:11
20230428,2023017,202304,20232,2023,Friday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,154923457.4649649,1405515707.67542,166317920.44724035,1506832152.5900006,2023-07-03 21:59:11
20230429,2023017,202304,20232,2023,Saturday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1405515707.67542,,1506832152.5900006,2023-07-03 21:59:11
20230430,2023017,202304,20232,2023,Sunday,April,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1405515707.67542,,1506832152.5900006,2023-07-03 21:59:11
20230501,2023018,202305,20232,2023,Monday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,0.0,,,2023-07-03 21:59:11
20230502,2023018,202305,20232,2023,Tuesday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,194221713.75782654,194221713.75782654,207685539.15002206,207685539.15002206,2023-07-03 21:59:11
20230503,2023018,202305,20232,2023,Wednesday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,194221713.75782654,,207685539.15002206,2023-07-03 21:59:11
20230504,2023018,202305,20232,2023,Thursday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,194221713.75782654,,207685539.15002206,2023-07-03 21:59:11
20230505,2023018,202305,20232,2023,Friday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,194221713.75782654,,207685539.15002206,2023-07-03 21:59:11
20230506,2023018,202305,20232,2023,Saturday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,107858350.38189898,302080064.1397255,109611174.89112443,317296714.0411465,2023-07-03 21:59:11
20230507,2023018,202305,20232,2023,Sunday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,302080064.1397255,,317296714.0411465,2023-07-03 21:59:11
20230508,2023019,202305,20232,2023,Monday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,302080064.1397255,,317296714.0411465,2023-07-03 21:59:11
20230509,2023019,202305,20232,2023,Tuesday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,302080064.1397255,,317296714.0411465,2023-07-03 21:59:11
20230510,2023019,202305,20232,2023,Wednesday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,208096851.74795276,510176915.88767827,220965574.23070803,538262288.2718545,2023-07-03 21:59:11
20230511,2023019,202305,20232,2023,Thursday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,510176915.88767827,,538262288.2718545,2023-07-03 21:59:11
20230512,2023019,202305,20232,2023,Friday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,510176915.88767827,,538262288.2718545,2023-07-03 21:59:11
20230513,2023019,202305,20232,2023,Saturday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,155056873.30610335,665233789.1937816,164539339.90127823,702801628.1731328,2023-07-03 21:59:11
20230514,2023019,202305,20232,2023,Sunday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,665233789.1937816,,702801628.1731328,2023-07-03 21:59:11
20230515,2023020,202305,20232,2023,Monday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,665233789.1937816,,702801628.1731328,2023-07-03 21:59:11
20230516,2023020,202305,20232,2023,Tuesday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,157289461.9697987,822523251.1635803,170881149.34651574,873682777.5196486,2023-07-03 21:59:11
20230517,2023020,202305,20232,2023,Wednesday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,822523251.1635803,,873682777.5196486,2023-07-03 21:59:11
20230518,2023020,202305,20232,2023,Thursday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,822523251.1635803,,873682777.5196486,2023-07-03 21:59:11
20230519,2023020,202305,20232,2023,Friday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,149523487.68168482,972046738.8452652,159285052.7684011,1032967830.2880496,2023-07-03 21:59:11
20230520,2023020,202305,20232,2023,Saturday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,972046738.8452652,,1032967830.2880496,2023-07-03 21:59:11
20230521,2023020,202305,20232,2023,Sunday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,972046738.8452652,,1032967830.2880496,2023-07-03 21:59:11
20230522,2023021,202305,20232,2023,Monday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,150064658.94943523,1122111397.7947004,158099436.78944924,1191067267.077499,2023-07-03 21:59:11
20230523,2023021,202305,20232,2023,Tuesday,May,Quarter 2,Sales & Revenue,Revenue,TRUE,TOL,TB3R000100,TOL Revenue,Y,Y,S,0,GYR,baht,M,,1122111397.7947004,,1191067267.077499,2023-07-03 21:59:11
