System,Metric,Category,Area_type,TMH & DTAC-MB MKS,AIS-MB MKS,Total Market Size,PROVINCE_ENG,DISTRICT_EN
Android,Device,$600 - $999,District,52.27,47.73,4800,Kalasin,Kamalasai
Android,Device,$600 - $999,District,42.86,57.14,4800,Sakon Nakhon,Phang Khon
Android,Device,$600 - $999,District,60.49,39.51,4800,Khon Kaen,Phu Wiang
Android,Device,$600 - $999,District,47.93,52.07,4800,,Phu Phiang
Android,Device,$600 - $999,District,58.5,41.51,4800,Sukhothai,Khiri Mat
Android,Device,$600 - $999,District,40.3,59.7,4800,Suphan Buri,Si Prachan
Android,Device,$600 - $999,District,53.52,46.48,4800,Nakhon Ratchasima,Soeng Sang
iOS,Device,$600 - $999,District,37.87,62.13,4800,Roi Et,Kaset Wisai
iOS,Device,$600 - $999,District,43.63,56.37,4800,Khon Kaen,Mancha Khiri
iOS,Device,$600 - $999,District,34.19,65.81,4800,Saraburi,Ban Mo
iOS,Device,$600 - $999,District,41.94,58.06,4800,Lop Buri,Khok Samrong
iOS,Device,$600 - $999,District,35.76,64.24,4800,Nakhon Ratchasima,Prathai
iOS,Device,$600 - $999,District,53.32,46.68,4800,Kalasin,Kamalasai
iOS,Device,$600 - $999,District,48,52,4800,Sakon Nakhon,Phang Khon
iOS,Device,$600 - $999,District,58.37,41.63,4800,Khon Kaen,Phu Wiang
iOS,Device,$600 - $999,District,56.2,43.8,4800,,Phu Phiang
iOS,Device,$600 - $999,District,65.06,34.94,4800,Sukhothai,Khiri Mat
iOS,Device,$600 - $999,District,41.39,58.61,4800,Suphan Buri,Si Prachan
iOS,Device,$600 - $999,District,37.56,62.44,4800,Nakhon Ratchasima,Soeng Sang
All OS,Device,$600 - $999,District,43.06,56.94,4900,Nakhon Phanom,Tha Uthen
All OS,Device,$600 - $999,District,40.89,59.11,4900,Saraburi,Wihan Daeng
All OS,Device,$600 - $999,District,50.19,49.81,4900,Phetchabun,Si Thep
All OS,Device,$600 - $999,District,49.6,50.4,4900,Roi Et,Chaturaphak Phiman
Android,Device,$600 - $999,District,23.08,76.92,4900,Nakhon Phanom,Tha Uthen
Android,Device,$600 - $999,District,37.31,62.69,4900,Saraburi,Wihan Daeng
Android,Device,$600 - $999,District,43.76,56.25,4900,Phetchabun,Si Thep
Android,Device,$600 - $999,District,38.67,61.33,4900,Roi Et,Chaturaphak Phiman
iOS,Device,$600 - $999,District,42.53,57.47,4900,Nakhon Phanom,Tha Uthen
iOS,Device,$600 - $999,District,44.13,55.87,4900,Saraburi,Wihan Daeng
iOS,Device,$600 - $999,District,50.73,49.27,4900,Phetchabun,Si Thep
iOS,Device,$600 - $999,District,46.06,53.94,4900,Roi Et,Chaturaphak Phiman
All OS,Device,$600 - $999,District,26.4,73.6,5000,Kanchanaburi,Thong Pha Phum
All OS,Device,$600 - $999,District,34.6,65.41,5000,Pattani,Khok Pho
All OS,Device,$600 - $999,District,46.65,53.35,5000,Suphan Buri,Bang Pla Ma
All OS,Device,$600 - $999,District,25.67,74.34,5000,Prachuap Khiri Khan,Thap Sakae
All OS,Device,$600 - $999,District,44.11,55.88,5000,Sakon Nakhon,Akat Amnuai
All OS,Device,$600 - $999,District,52.76,47.24,5000,Chiang Mai,Saraphi
All OS,Device,$600 - $999,District,62.55,37.45,5000,Uttaradit,Phichai
All OS,Device,$600 - $999,District,47.29,52.71,5000,Phangnga,Thai Mueang
Android,Device,$600 - $999,District,25.44,74.56,5000,Kanchanaburi,Thong Pha Phum
Android,Device,$600 - $999,District,20,80,5000,Pattani,Khok Pho
Android,Device,$600 - $999,District,36.56,63.44,5000,Suphan Buri,Bang Pla Ma
Android,Device,$600 - $999,District,31.49,68.52,5000,Prachuap Khiri Khan,Thap Sakae
Android,Device,$600 - $999,District,47.12,52.87,5000,Sakon Nakhon,Akat Amnuai
Android,Device,$600 - $999,District,48.63,51.38,5000,Chiang Mai,Saraphi
Android,Device,$600 - $999,District,50.78,49.22,5000,Uttaradit,Phichai
Android,Device,$600 - $999,District,53.84,46.15,5000,Phangnga,Thai Mueang
iOS,Device,$600 - $999,District,22.23,77.78,5000,Kanchanaburi,Thong Pha Phum
iOS,Device,$600 - $999,District,36.6,63.4,5000,Pattani,Khok Pho
iOS,Device,$600 - $999,District,47.28,52.72,5000,Suphan Buri,Bang Pla Ma
iOS,Device,$600 - $999,District,26.21,73.79,5000,Prachuap Khiri Khan,Thap Sakae
iOS,Device,$600 - $999,District,44.62,55.37,5000,Sakon Nakhon,Akat Amnuai
iOS,Device,$600 - $999,District,54.81,45.19,5000,Chiang Mai,Saraphi
iOS,Device,$600 - $999,District,65.94,34.06,5000,Uttaradit,Phichai
iOS,Device,$600 - $999,District,48.47,51.53,5000,Phangnga,Thai Mueang
All OS,Device,$600 - $999,District,53.94,46.06,5100,Chiang Rai,Mae Suai
All OS,Device,$600 - $999,District,35.06,64.94,5100,Nakhon Si Thammarat,Cha-uat
All OS,Device,$600 - $999,District,59.12,40.87,5100,Kamphaeng Phet,Phran Kratai
All OS,Device,$600 - $999,District,47.75,52.24,5100,Sakon Nakhon,Phanna Nikhom
All OS,Device,$600 - $999,District,36.25,63.76,5100,Krabi,Nuea Khlong
All OS,Device,$600 - $999,District,50.67,49.34,5100,Chiang Rai,Wiang Pa Pao
All OS,Device,$600 - $999,District,50.18,49.82,5100,Chaiyaphum,Chatturat
Android,Device,$600 - $999,District,56.89,43.1,5100,Chiang Rai,Mae Suai
Android,Device,$600 - $999,District,19.64,80.36,5100,Nakhon Si Thammarat,Cha-uat
Android,Device,$600 - $999,District,54.74,45.26,5100,Kamphaeng Phet,Phran Kratai
Android,Device,$600 - $999,District,45.92,54.08,5100,Sakon Nakhon,Phanna Nikhom
Android,Device,$600 - $999,District,37.73,62.26,5100,Krabi,Nuea Khlong
Android,Device,$600 - $999,District,56.93,43.08,5100,Chiang Rai,Wiang Pa Pao
Android,Device,$600 - $999,District,44.3,55.7,5100,Chaiyaphum,Chatturat
iOS,Device,$600 - $999,District,52.87,47.13,5100,Chiang Rai,Mae Suai
iOS,Device,$600 - $999,District,36.21,63.79,5100,Nakhon Si Thammarat,Cha-uat
iOS,Device,$600 - $999,District,60.75,39.25,5100,Kamphaeng Phet,Phran Kratai
iOS,Device,$600 - $999,District,47.41,52.59,5100,Sakon Nakhon,Phanna Nikhom
iOS,Device,$600 - $999,District,34.07,65.93,5100,Krabi,Nuea Khlong
iOS,Device,$600 - $999,District,48.36,51.64,5100,Chiang Rai,Wiang Pa Pao
iOS,Device,$600 - $999,District,51.34,48.66,5100,Chaiyaphum,Chatturat
All OS,Device,$600 - $999,District,50.19,49.81,5200,Phangnga,Takua Thung
All OS,Device,$600 - $999,District,41.26,58.74,5200,Nakhon Ratchasima,Bua Yai
All OS,Device,$600 - $999,District,56.26,43.74,5200,Phrae,Sung Men
All OS,Device,$600 - $999,District,27.49,72.5,5200,Chanthaburi,Khao Khitchakut
All OS,Device,$600 - $999,District,25.14,74.85,5200,Kanchanaburi,Phanom Thuan
Android,Device,$600 - $999,District,52.24,47.76,5200,Phangnga,Takua Thung
Android,Device,$600 - $999,District,33.77,66.23,5200,Nakhon Ratchasima,Bua Yai
Android,Device,$600 - $999,District,57.14,42.86,5200,Phrae,Sung Men
Android,Device,$600 - $999,District,36.45,63.55,5200,Chanthaburi,Khao Khitchakut
Android,Device,$600 - $999,District,33.85,66.15,5200,Kanchanaburi,Phanom Thuan
iOS,Device,$600 - $999,District,49.88,50.12,5200,Phangnga,Takua Thung
iOS,Device,$600 - $999,District,42.83,57.17,5200,Nakhon Ratchasima,Bua Yai
iOS,Device,$600 - $999,District,55.12,44.88,5200,Phrae,Sung Men
iOS,Device,$600 - $999,District,26.78,73.22,5200,Chanthaburi,Khao Khitchakut
iOS,Device,$600 - $999,District,28.18,71.81,5200,Kanchanaburi,Phanom Thuan
All OS,Device,$600 - $999,District,41,59,5300,Nakhon Sawan,Banphot Phisai
All OS,Device,$600 - $999,District,46.57,53.43,5300,Phetchaburi,Khao Yoi
All OS,Device,$600 - $999,District,35.03,64.96,5300,Suphan Buri,Doem Bang g Buat
All OS,Device,$600 - $999,District,36.68,63.32,5300,Songkhla,Na Thawi
All OS,Device,$600 - $999,District,40.86,59.14,5300,Chachoengsao,Sanam Chai Khet
All OS,Device,$600 - $999,District,55.1,44.9,5300,Phetchabun,Nong Phai
Android,Device,$600 - $999,District,42.86,57.14,5300,Nakhon Sawan,Banphot Phisai
Android,Device,$600 - $999,District,48.65,51.35,5300,Phetchaburi,Khao Yoi
Android,Device,$600 - $999,District,35.2,64.8,5300,Suphan Buri,Doem Bang g Buat
Android,Device,$600 - $999,District,47.91,52.08,5300,Songkhla,Na Thawi
Android,Device,$600 - $999,District,40.91,59.09,5300,Chachoengsao,Sanam Chai Khet
Android,Device,$600 - $999,District,51.04,48.96,5300,Phetchabun,Nong Phai
iOS,Device,$600 - $999,District,39.19,60.81,5300,Nakhon Sawan,Banphot Phisai
iOS,Device,$600 - $999,District,44.78,55.22,5300,Phetchaburi,Khao Yoi
iOS,Device,$600 - $999,District,35.69,64.3,5300,Suphan Buri,Doem Bang g Buat
iOS,Device,$600 - $999,District,34.97,65.03,5300,Songkhla,Na Thawi
iOS,Device,$600 - $999,District,37.17,62.84,5300,Chachoengsao,Sanam Chai Khet
iOS,Device,$600 - $999,District,54.25,45.75,5300,Phetchabun,Nong Phai
All OS,Device,$600 - $999,District,49.41,50.59,5400,Buri Ram,Satuek
All OS,Device,$600 - $999,District,50.98,49.02,5400,Khon Kaen,Kranuan
All OS,Device,$600 - $999,District,32.7,67.3,5400,Nakhon Si Thammarat,Thung Yai
All OS,Device,$600 - $999,District,48.65,51.35,5400,Sing Buri,In Buri
All OS,Device,$600 - $999,District,45.63,54.37,5400,Ratchaburi,Bang Phae
All OS,Device,$600 - $999,District,44.92,55.08,5400,Udon Thani,Ban Phue
All OS,Device,$600 - $999,District,27.33,72.68,5400,Narathiwat,Rueso
All OS,Device,$600 - $999,District,39.83,60.17,5400,Nong Bua Lam Phu,Si Bun Rueang
All OS,Device,$600 - $999,District,39.23,60.77,5400,Chiang Mai,Chiang Dao
All OS,Device,$600 - $999,District,47.11,52.89,5400,Uttaradit,Laplae
Android,Device,$600 - $999,District,51.4,48.6,5400,Buri Ram,Satuek
Android,Device,$600 - $999,District,64.7,35.29,5400,Khon Kaen,Kranuan
Android,Device,$600 - $999,District,37.36,62.64,5400,Nakhon Si Thammarat,Thung Yai
Android,Device,$600 - $999,District,52.56,47.44,5400,Sing Buri,In Buri
Android,Device,$600 - $999,District,50.42,49.59,5400,Ratchaburi,Bang Phae
Android,Device,$600 - $999,District,44.21,55.79,5400,Udon Thani,Ban Phue
Android,Device,$600 - $999,District,27.27,72.73,5400,Narathiwat,Rueso
Android,Device,$600 - $999,District,54.06,45.95,5400,Nong Bua Lam Phu,Si Bun Rueang
Android,Device,$600 - $999,District,31.87,68.13,5400,Chiang Mai,Chiang Dao
Android,Device,$600 - $999,District,41.49,58.5,5400,Uttaradit,Laplae
iOS,Device,$600 - $999,District,50.3,49.7,5400,Buri Ram,Satuek
iOS,Device,$600 - $999,District,50,50,5400,Khon Kaen,Kranuan
iOS,Device,$600 - $999,District,33.8,66.2,5400,Nakhon Si Thammarat,Thung Yai
iOS,Device,$600 - $999,District,50.25,49.76,5400,Sing Buri,In Buri
iOS,Device,$600 - $999,District,44.37,55.63,5400,Ratchaburi,Bang Phae
iOS,Device,$600 - $999,District,45.28,54.71,5400,Udon Thani,Ban Phue
iOS,Device,$600 - $999,District,26.92,73.08,5400,Narathiwat,Rueso
iOS,Device,$600 - $999,District,39.36,60.65,5400,Nong Bua Lam Phu,Si Bun Rueang
iOS,Device,$600 - $999,District,41.24,58.76,5400,Chiang Mai,Chiang Dao
iOS,Device,$600 - $999,District,47.85,52.15,5400,Uttaradit,Laplae
All OS,Device,$600 - $999,District,54.51,45.48,5500,Kalasin,Kuchinarai
All OS,Device,$600 - $999,District,53.47,46.54,5500,Si Sa Ket,Khun Han
All OS,Device,$600 - $999,District,40.65,59.35,5500,Tak,Phop Phra
All OS,Device,$600 - $999,District,32.47,67.53,5500,Ratchaburi,Chom Bueng
All OS,Device,$600 - $999,District,44.68,55.32,5500,Trat,Khao Saming
All OS,Device,$600 - $999,District,52.77,47.24,5500,Satun,Khuan Kalong
All OS,Device,$600 - $999,District,42.36,57.64,5500,Nakhon Ratchasima,Khon Buri
Android,Device,$600 - $999,District,39.76,60.24,5500,Kalasin,Kuchinarai
Android,Device,$600 - $999,District,53.76,46.24,5500,Si Sa Ket,Khun Han
Android,Device,$600 - $999,District,31.36,68.64,5500,Tak,Phop Phra
Android,Device,$600 - $999,District,34.25,65.75,5500,Ratchaburi,Chom Bueng
Android,Device,$600 - $999,District,40.34,59.66,5500,Trat,Khao Saming
Android,Device,$600 - $999,District,59.09,40.91,5500,Satun,Khuan Kalong
Android,Device,$600 - $999,District,40.91,59.09,5500,Nakhon Ratchasima,Khon Buri
iOS,Device,$600 - $999,District,55.86,44.14,5500,Kalasin,Kuchinarai
iOS,Device,$600 - $999,District,55.05,44.95,5500,Si Sa Ket,Khun Han
iOS,Device,$600 - $999,District,39.88,60.13,5500,Tak,Phop Phra
iOS,Device,$600 - $999,District,32.5,67.49,5500,Ratchaburi,Chom Bueng
iOS,Device,$600 - $999,District,46.92,53.08,5500,Trat,Khao Saming
iOS,Device,$600 - $999,District,52.12,47.89,5500,Satun,Khuan Kalong
iOS,Device,$600 - $999,District,44.45,55.56,5500,Nakhon Ratchasima,Khon Buri
All OS,Device,$600 - $999,District,33.1,66.9,5600,Nakhon Phanom,Si Songkhram
All OS,Device,$600 - $999,District,51.81,48.19,5600,Phangnga,Mueang Phangnga
All OS,Device,$600 - $999,District,39.31,60.7,5600,Krabi,Ao Luek
All OS,Device,$600 - $999,District,38.79,61.2,5600,Phatthalung,Khuan Khanun
All OS,Device,$600 - $999,District,46.72,53.28,5600,Narathiwat,Tak Bai
All OS,Device,$600 - $999,District,48.71,51.29,5600,Chiang Mai,Mae Taeng
All OS,Device,$600 - $999,District,51.79,48.21,5600,Roi Et,Phon Thong
All OS,Device,$600 - $999,District,46.54,53.46,5600,Phra Nakhon Si Ayutthaya,Nakhon Luang
All OS,Device,$600 - $999,District,52.26,47.74,5600,Chiang Rai,Thoeng
Android,Device,$600 - $999,District,17.95,82.05,5600,Nakhon Phanom,Si Songkhram
Android,Device,$600 - $999,District,57.3,42.71,5600,Phangnga,Mueang Phangnga
Android,Device,$600 - $999,District,53.69,46.32,5600,Krabi,Ao Luek
Android,Device,$600 - $999,District,40.86,59.14,5600,Phatthalung,Khuan Khanun
Android,Device,$600 - $999,District,46.73,53.27,5600,Narathiwat,Tak Bai
Android,Device,$600 - $999,District,50,50,5600,Chiang Mai,Mae Taeng
Android,Device,$600 - $999,District,48.42,51.58,5600,Roi Et,Phon Thong
Android,Device,$600 - $999,District,34.17,65.83,5600,Phra Nakhon Si Ayutthaya,Nakhon Luang
Android,Device,$600 - $999,District,46.41,53.59,5600,Chiang Rai,Thoeng
iOS,Device,$600 - $999,District,34.77,65.23,5600,Nakhon Phanom,Si Songkhram
iOS,Device,$600 - $999,District,52.86,47.14,5600,Phangnga,Mueang Phangnga
iOS,Device,$600 - $999,District,38.07,61.92,5600,Krabi,Ao Luek
iOS,Device,$600 - $999,District,37.27,62.73,5600,Phatthalung,Khuan Khanun
iOS,Device,$600 - $999,District,49.15,50.85,5600,Narathiwat,Tak Bai
iOS,Device,$600 - $999,District,48.17,51.83,5600,Chiang Mai,Mae Taeng
iOS,Device,$600 - $999,District,52.33,47.67,5600,Roi Et,Phon Thong
iOS,Device,$600 - $999,District,47.05,52.95,5600,Phra Nakhon Si Ayutthaya,Nakhon Luang
iOS,Device,$600 - $999,District,55.11,44.89,5600,Chiang Rai,Thoeng
All OS,Device,$600 - $999,District,37.48,62.52,5700,Roi Et,Suwannaphum
All OS,Device,$600 - $999,District,41.21,58.79,5700,Suphan Buri,Sam Chuk
All OS,Device,$600 - $999,District,45.32,54.68,5700,Nakhon Si Thammarat,Ron Phibun
All OS,Device,$600 - $999,District,64.47,35.53,5700,Phichit,Taphan Hin
All OS,Device,$600 - $999,District,26.22,73.78,5700,Yala,Bang Sata
All OS,Device,$600 - $999,District,46.7,53.3,5700,Ubon Ratchathani,Trakan Phuet Phon
Android,Device,$600 - $999,District,35.37,64.63,5700,Roi Et,Suwannaphum
Android,Device,$600 - $999,District,45.24,54.76,5700,Suphan Buri,Sam Chuk
Android,Device,$600 - $999,District,52.83,47.17,5700,Nakhon Si Thammarat,Ron Phibun
Android,Device,$600 - $999,District,68.62,31.39,5700,Phichit,Taphan Hin
Android,Device,$600 - $999,District,0,100,5700,Yala,Bang Sata
Android,Device,$600 - $999,District,35.21,64.79,5700,Ubon Ratchathani,Trakan Phuet Phon
iOS,Device,$600 - $999,District,37.95,62.06,5700,Roi Et,Suwannaphum
iOS,Device,$600 - $999,District,41.05,58.96,5700,Suphan Buri,Sam Chuk
iOS,Device,$600 - $999,District,45.51,54.49,5700,Nakhon Si Thammarat,Ron Phibun
iOS,Device,$600 - $999,District,63.79,36.2,5700,Phichit,Taphan Hin
iOS,Device,$600 - $999,District,25.44,74.56,5700,Yala,Bang Sata
iOS,Device,$600 - $999,District,48.4,51.6,5700,Ubon Ratchathani,Trakan Phuet Phon
All OS,Device,$600 - $999,District,45.02,54.98,5800,Samut Prakan,Bang Sao Thong
All OS,Device,$600 - $999,District,44.13,55.88,5800,Prachin Buri,Prachantakham
All OS,Device,$600 - $999,District,54.21,45.79,5800,Nong Khai,Tha Bo
All OS,Device,$600 - $999,District,55.15,44.84,5800,Khon Kaen,Nam Phong
All OS,Device,$600 - $999,District,49.28,50.72,5800,Surat Thani,Ban Na San
All OS,Device,$600 - $999,District,49.92,50.08,5800,Ubon Ratchathani,Khueang Nai
All OS,Device,$600 - $999,District,37.23,62.76,5800,Yala,Betong
Android,Device,$600 - $999,District,35.86,64.14,5800,Samut Prakan,Bang Sao Thong
Android,Device,$600 - $999,District,37.9,62.1,5800,Prachin Buri,Prachantakham
Android,Device,$600 - $999,District,48.63,51.38,5800,Nong Khai,Tha Bo
Android,Device,$600 - $999,District,55.09,44.92,5800,Khon Kaen,Nam Phong
Android,Device,$600 - $999,District,57.78,42.22,5800,Surat Thani,Ban Na San
Android,Device,$600 - $999,District,46.05,53.95,5800,Ubon Ratchathani,Khueang Nai
Android,Device,$600 - $999,District,19.39,80.61,5800,Yala,Betong
iOS,Device,$600 - $999,District,47.14,52.86,5800,Samut Prakan,Bang Sao Thong
iOS,Device,$600 - $999,District,44.99,55.01,5800,Prachin Buri,Prachantakham
iOS,Device,$600 - $999,District,55.32,44.68,5800,Nong Khai,Tha Bo
iOS,Device,$600 - $999,District,56.39,43.61,5800,Khon Kaen,Nam Phong
iOS,Device,$600 - $999,District,48.52,51.48,5800,Surat Thani,Ban Na San
iOS,Device,$600 - $999,District,50.09,49.9,5800,Ubon Ratchathani,Khueang Nai
iOS,Device,$600 - $999,District,38.41,61.58,5800,Yala,Betong
All OS,Device,$600 - $999,District,41.37,58.63,5900,Udon Thani,Nong Han
All OS,Device,$600 - $999,District,52.47,47.54,5900,Si Sa Ket,Uthumphon Phisai
All OS,Device,$600 - $999,District,60.52,39.47,5900,Songkhla,Bang Klam
All OS,Device,$600 - $999,District,56.49,43.51,5900,Kamphaeng Phet,Khanu Woralaksaburi
All OS,Device,$600 - $999,District,54.14,45.86,5900,Phitsanulok,Nakhon Thai
Android,Device,$600 - $999,District,46.67,53.33,5900,Udon Thani,Nong Han
Android,Device,$600 - $999,District,33.65,66.35,5900,Si Sa Ket,Uthumphon Phisai
Android,Device,$600 - $999,District,56.25,43.75,5900,Songkhla,Bang Klam
Android,Device,$600 - $999,District,51.85,48.15,5900,Kamphaeng Phet,Khanu Woralaksaburi
Android,Device,$600 - $999,District,51.76,48.25,5900,Phitsanulok,Nakhon Thai
iOS,Device,$600 - $999,District,42.17,57.82,5900,Udon Thani,Nong Han
iOS,Device,$600 - $999,District,54.46,45.54,5900,Si Sa Ket,Uthumphon Phisai
iOS,Device,$600 - $999,District,60.72,39.28,5900,Songkhla,Bang Klam
iOS,Device,$600 - $999,District,58.94,41.06,5900,Kamphaeng Phet,Khanu Woralaksaburi
iOS,Device,$600 - $999,District,53.64,46.36,5900,Phitsanulok,Nakhon Thai
All OS,Device,$600 - $999,District,51.63,48.36,6000,Phra Nakhon Si Ayutthaya,Sena
All OS,Device,$600 - $999,District,68.94,31.06,6000,Khon Kaen,Nong Ruea
All OS,Device,$600 - $999,District,33.73,66.26,6000,Pattani,Nong Chik
All OS,Device,$600 - $999,District,42.34,57.66,6000,Ang Thong,Wiset Chai Chan
All OS,Device,$600 - $999,District,58.82,41.19,6000,Sukhothai,Si Satchanalai
All OS,Device,$600 - $999,District,48.74,51.27,6000,Maha Sarakham,Borabue
Android,Device,$600 - $999,District,47.52,52.48,6000,Phra Nakhon Si Ayutthaya,Sena
Android,Device,$600 - $999,District,63.71,36.28,6000,Khon Kaen,Nong Ruea
Android,Device,$600 - $999,District,33.73,66.27,6000,Pattani,Nong Chik
Android,Device,$600 - $999,District,31.43,68.57,6000,Ang Thong,Wiset Chai Chan
Android,Device,$600 - $999,District,50,50,6000,Sukhothai,Si Satchanalai
Android,Device,$600 - $999,District,50.45,49.55,6000,Maha Sarakham,Borabue
iOS,Device,$600 - $999,District,52.31,47.69,6000,Phra Nakhon Si Ayutthaya,Sena
iOS,Device,$600 - $999,District,69.55,30.45,6000,Khon Kaen,Nong Ruea
iOS,Device,$600 - $999,District,34.94,65.06,6000,Pattani,Nong Chik
iOS,Device,$600 - $999,District,44.56,55.44,6000,Ang Thong,Wiset Chai Chan
iOS,Device,$600 - $999,District,59.72,40.28,6000,Sukhothai,Si Satchanalai
iOS,Device,$600 - $999,District,50.17,49.83,6000,Maha Sarakham,Borabue
All OS,Device,$600 - $999,District,69.45,30.55,6100,Satun,La-ngu
Android,Device,$600 - $999,District,63.54,36.46,6100,Satun,La-ngu
iOS,Device,$600 - $999,District,68.41,31.6,6100,Satun,La-ngu
All OS,Device,$600 - $999,District,61.29,38.7,6200,Lamphun,Pa Sang
All OS,Device,$600 - $999,District,30.67,69.32,6200,Chumphon,Tha Sae
All OS,Device,$600 - $999,District,49.85,50.15,6200,Chaiyaphum,Kaeng Khro
All OS,Device,$600 - $999,District,67.81,32.19,6200,Phitsanulok,Phrom Phiram
All OS,Device,$600 - $999,District,52.92,47.09,6200,Buri Ram,Krasang
Android,Device,$600 - $999,District,62.41,37.59,6200,Lamphun,Pa Sang
Android,Device,$600 - $999,District,38.33,61.67,6200,Chumphon,Tha Sae
Android,Device,$600 - $999,District,36.7,63.3,6200,Chaiyaphum,Kaeng Khro
Android,Device,$600 - $999,District,62.07,37.93,6200,Phitsanulok,Phrom Phiram
Android,Device,$600 - $999,District,43.02,56.98,6200,Buri Ram,Krasang
iOS,Device,$600 - $999,District,62.61,37.39,6200,Lamphun,Pa Sang
iOS,Device,$600 - $999,District,29.38,70.62,6200,Chumphon,Tha Sae
iOS,Device,$600 - $999,District,50.93,49.07,6200,Chaiyaphum,Kaeng Khro
iOS,Device,$600 - $999,District,67.49,32.51,6200,Phitsanulok,Phrom Phiram
iOS,Device,$600 - $999,District,52.63,47.38,6200,Buri Ram,Krasang
All OS,Device,$600 - $999,District,43.13,56.88,6300,Nakhon Phanom,That Phanom
All OS,Device,$600 - $999,District,29.68,70.32,6300,Prachuap Khiri Khan,Bang Saphan
All OS,Device,$600 - $999,District,38.14,61.86,6300,Prachin Buri,Na Di
All OS,Device,$600 - $999,District,52.84,47.16,6300,Chiang Mai,Doi Saket
Android,Device,$600 - $999,District,46.95,53.04,6300,Nakhon Phanom,That Phanom
Android,Device,$600 - $999,District,28.24,71.76,6300,Prachuap Khiri Khan,Bang Saphan
Android,Device,$600 - $999,District,38.79,61.21,6300,Prachin Buri,Na Di
Android,Device,$600 - $999,District,51.51,48.48,6300,Chiang Mai,Doi Saket
iOS,Device,$600 - $999,District,42.62,57.38,6300,Nakhon Phanom,That Phanom
iOS,Device,$600 - $999,District,29.05,70.94,6300,Prachuap Khiri Khan,Bang Saphan
