AREA_TYPE,AREA_CD,AREA_NAME,ACTUAL_SUBS,TARGET_SUBS,%ACH_SUBS,ACTUAL_GA,TARGET_GA,%ACH_GA,ACTUAL_GA_INSTALL,TARGET_GA_INSTALL,%ACH_GA_INSTALL
CCAA,5711,CHIANG RAI_WIANG PA PAO,,,,,,,16.0,,
CCAA,5712,CHIANG RAI_PHAYA MENGRAI,,,,,,,15.0,,
CCAA,5713,CHIANG RAI_WIANG KAEN,,,,,,,4.0,,
CCAA,5714,CHIANG RAI_KHUN TAN,,,,,,,7.0,,
CCAA,5715,CHIANG RAI_MAE FA LUANG,,,,,,,8.0,,
CCAA,5716,CHIANG RAI_MAE LAO,,,,,,,21.0,,
CCAA,5717,CHIANG RAI_WIANG CHIANG RUNG,,,,,,,6.0,,
CCAA,5718,CHIANG RAI_DOI LUANG,,,,,,,6.0,,
CCAA,5801,MAE HONG SON_MUEANG MAE HONG SON,,,,4.0,,,1.0,,
CCAA,5802,MAE HONG SON_KHUN YUAM,,,,,,,,,
CCAA,5803,MAE HONG SON_PAI,,,,,,,1.0,,
CCAA,5804,MAE HONG SON_MAE SARIANG,,,,,,,2.0,,
CCAA,5805,MAE HONG SON_MAE LA NOI,,,,,,,,,
CCAA,5806,MAE HONG SON_SOP MOEI,,,,,,,,,
CCAA,5807,MAE HONG SON_PANG MAPHA,,,,,,,1.0,,
CCAA,6001,NAKHON SAWAN_MUEANG NAKHON SAWAN,,,,580.0,,,247.0,,
CCAA,6002,NAKHON SAWAN_KROK PHRA,,,,,,,11.0,,
CCAA,6003,NAKHON SAWAN_CHUM SAENG,,,,,,,19.0,,
CCAA,6004,NAKHON SAWAN_NONG BUA,,,,3.0,,,10.0,,
CCAA,6005,NAKHON SAWAN_BANPHOT PHISAI,,,,,,,28.0,,
CCAA,6006,NAKHON SAWAN_KAO LIAO,,,,,,,11.0,,
CCAA,6007,NAKHON SAWAN_TAKHLI,,,,4.0,,,43.0,,
CCAA,6008,NAKHON SAWAN_THA TAKO,,,,,,,12.0,,
CCAA,6009,NAKHON SAWAN_PHAISALI,,,,85.0,,,30.0,,
CCAA,6010,NAKHON SAWAN_PHAYUHA KHIRI,,,,1.0,,,29.0,,
CCAA,6011,NAKHON SAWAN_LAT YAO,,,,,,,38.0,,
CCAA,6012,NAKHON SAWAN_TAK FA,,,,,,,9.0,,
CCAA,6013,NAKHON SAWAN_MAE WONG,,,,,,,15.0,,
CCAA,6014,NAKHON SAWAN_MAE POEN,,,,,,,13.0,,
CCAA,6015,NAKHON SAWAN_CHUM TA BONG,,,,,,,9.0,,
CCAA,6101,UTHAI THANI_MUEANG UTHAI THANI,,,,30.0,,,32.0,,
CCAA,6102,UTHAI THANI_THAP THAN,,,,,,,15.0,,
CCAA,6103,UTHAI THANI_SAWANG AROM,,,,,,,4.0,,
CCAA,6104,UTHAI THANI_NONG CHANG,,,,6.0,,,17.0,,
CCAA,6105,UTHAI THANI_NONG KHAYANG,,,,,,,4.0,,
CCAA,6106,UTHAI THANI_BAN RAI,,,,,,,16.0,,
CCAA,6107,UTHAI THANI_LAN SAK,,,,,,,12.0,,
CCAA,6108,UTHAI THANI_HUAI KHOT,,,,,,,5.0,,
CCAA,6201,KAMPHAENG PHET_MUEANG KAMPHAENG PHET,,,,193.0,,,101.0,,
CCAA,6202,KAMPHAENG PHET_SAI NGAM,,,,,,,17.0,,
CCAA,6203,KAMPHAENG PHET_KHLONG LAN,,,,,,,23.0,,
CCAA,6204,KAMPHAENG PHET_KHANU WORALAKSABURI,,,,8.0,,,46.0,,
CCAA,6205,KAMPHAENG PHET_KHLONG KHLUNG,,,,70.0,,,14.0,,
CCAA,6206,KAMPHAENG PHET_PHRAN KRATAI,,,,,,,25.0,,
CCAA,6207,KAMPHAENG PHET_LAN KRABUE,,,,,,,12.0,,
CCAA,6208,KAMPHAENG PHET_SAI THONG WATTHANA,,,,,,,12.0,,
CCAA,6209,KAMPHAENG PHET_PANG SILA THONG,,,,,,,20.0,,
CCAA,6210,KAMPHAENG PHET_BUENG SAMAKKHI,,,,,,,5.0,,
CCAA,6211,KAMPHAENG PHET_KOSAMPHI NAKHON,,,,,,,3.0,,
CCAA,6301,TAK_MUEANG TAK,,,,119.0,,,32.0,,
CCAA,6302,TAK_BAN TAK,,,,,,,8.0,,
CCAA,6303,TAK_SAM NGAO,,,,,,,12.0,,
CCAA,6304,TAK_MAE RAMAT,,,,77.0,,,4.0,,
CCAA,6305,TAK_THA SONG YANG,,,,,,,2.0,,
CCAA,6306,TAK_MAE SOT,,,,47.0,,,138.0,,
CCAA,6307,TAK_PHOP PHRA,,,,,,,97.0,,
CCAA,6308,TAK_UMPHANG,,,,,,,,,
CCAA,6309,TAK_WANG CHAO,,,,,,,11.0,,
CCAA,6401,SUKHOTHAI_MUEANG SUKHOTHAI,,,,42.0,,,54.0,,
CCAA,6402,SUKHOTHAI_BAN DAN LAN HOI,,,,89.0,,,27.0,,
CCAA,6403,SUKHOTHAI_KHIRI MAT,,,,,,,16.0,,
CCAA,6404,SUKHOTHAI_KONG KRAILAT,,,,,,,14.0,,
CCAA,6405,SUKHOTHAI_SI SATCHANALAI,,,,,,,21.0,,
CCAA,6406,SUKHOTHAI_SI SAMRONG,,,,,,,43.0,,
CCAA,6407,SUKHOTHAI_SAWANKHALOK,,,,4.0,,,28.0,,
CCAA,6408,SUKHOTHAI_SI NAKHON,,,,,,,3.0,,
CCAA,6409,SUKHOTHAI_THUNG SALIAM,,,,,,,10.0,,
CCAA,6501,PHITSANULOK_MUEANG PHITSANULOK,,,,321.0,,,289.0,,
CCAA,6502,PHITSANULOK_NAKHON THAI,,,,,,,24.0,,
CCAA,6503,PHITSANULOK_CHAT TRAKAN,,,,,,,5.0,,
CCAA,6504,PHITSANULOK_BANG RAKAM,,,,,,,63.0,,
CCAA,6505,PHITSANULOK_BANG KRATHUM,,,,,,,10.0,,
CCAA,6506,PHITSANULOK_PHROM PHIRAM,,,,,,,38.0,,
CCAA,6507,PHITSANULOK_WAT BOT,,,,,,,15.0,,
CCAA,6508,PHITSANULOK_WANG THONG,,,,,,,62.0,,
CCAA,6509,PHITSANULOK_NOEN MAPRANG,,,,,,,13.0,,
CCAA,6601,PHICHIT_MUEANG PHICHIT,,,,167.0,,,58.0,,
CCAA,6602,PHICHIT_WANG SAI PHUN,,,,,,,4.0,,
CCAA,6603,PHICHIT_PHO PRATHAP CHANG,,,,,,,8.0,,
CCAA,6604,PHICHIT_TAPHAN HIN,,,,9.0,,,18.0,,
CCAA,6605,PHICHIT_BANG MUN NAK,,,,,,,11.0,,
CCAA,6606,PHICHIT_PHO THALE,,,,,,,7.0,,
CCAA,6607,PHICHIT_SAM NGAM,,,,,,,17.0,,
CCAA,6608,PHICHIT_TAP KHLO,,,,,,,6.0,,
CCAA,6609,PHICHIT_SAK LEK,,,,,,,9.0,,
CCAA,6610,PHICHIT_BUENG NA RANG,,,,,,,2.0,,
CCAA,6611,PHICHIT_DONG CHAROEN,,,,,,,2.0,,
CCAA,6612,PHICHIT_WACHIRABARAMI,,,,,,,6.0,,
CCAA,6701,PHETCHABUN_MUEANG PHETCHABUN,,,,120.0,,,57.0,,
CCAA,6702,PHETCHABUN_CHON DAEN,,,,1.0,,,14.0,,
CCAA,6703,PHETCHABUN_LOM SAK,,,,28.0,,,38.0,,
CCAA,6704,PHETCHABUN_LOM KAO,,,,,,,17.0,,
CCAA,6705,PHETCHABUN_WICHIAN BURI,,,,,,,29.0,,
CCAA,6706,PHETCHABUN_SI THEP,,,,,,,13.0,,
CCAA,6707,PHETCHABUN_NONG PHAI,,,,,,,22.0,,
CCAA,6708,PHETCHABUN_BUENG SAM PHAN,,,,1.0,,,21.0,,
CCAA,6709,PHETCHABUN_NAM NAO,,,,,,,7.0,,
CCAA,6710,PHETCHABUN_WANG PONG,,,,,,,8.0,,
CCAA,6711,PHETCHABUN_KHAO KHO,,,,,,,5.0,,
CCAA,7001,RATCHABURI_MUEANG RATCHABURI,,,,377.0,,,152.0,,
CCAA,7002,RATCHABURI_CHOM BUENG,,,,,,,9.0,,
CCAA,7003,RATCHABURI_SUAN PHUENG,,,,,,,7.0,,
CCAA,7004,RATCHABURI_DAMNOEN SADUAK,,,,3.0,,,16.0,,
CCAA,7005,RATCHABURI_BAN PONG,,,,26.0,,,84.0,,
CCAA,7006,RATCHABURI_BANG PHAE,,,,,,,8.0,,
CCAA,7007,RATCHABURI_PHOTHARAM,,,,44.0,,,64.0,,
CCAA,7008,RATCHABURI_PAK THO,,,,,,,23.0,,
CCAA,7009,RATCHABURI_WAT PHLENG,,,,,,,2.0,,
CCAA,7010,RATCHABURI_BAN KHA,,,,,,,1.0,,
CCAA,7101,KANCHANABURI_MUEANG KANCHANABURI,,,,246.0,,,83.0,,
CCAA,7102,KANCHANABURI_SAI YOK,,,,,,,13.0,,
CCAA,7103,KANCHANABURI_BO PHLOI,,,,,,,11.0,,
CCAA,7104,KANCHANABURI_SI SAWAT,,,,,,,7.0,,
CCAA,7105,KANCHANABURI_THA MAKA,,,,,,,32.0,,
CCAA,7106,KANCHANABURI_THA MUANG,,,,78.0,,,52.0,,
CCAA,7107,KANCHANABURI_THONG PHA PHUM,,,,,,,24.0,,
CCAA,7108,KANCHANABURI_SANGKHLA BURI,,,,,,,21.0,,
CCAA,7109,KANCHANABURI_PHANOM THUAN,,,,,,,12.0,,
CCAA,7110,KANCHANABURI_LAO KHWAN,,,,,,,1.0,,
CCAA,7111,KANCHANABURI_DAN MAKHAM TIA,,,,,,,6.0,,
CCAA,7112,KANCHANABURI_NONG PRUE,,,,,,,2.0,,
CCAA,7113,KANCHANABURI_HUAI KRACHAO,,,,,,,6.0,,
CCAA,7201,SUPHAN BURI_MUEANG SUPHAN BURI,,,,23.0,,,37.0,,
CCAA,7202,SUPHAN BURI_DOEM BANG NANG BUAT,,,,61.0,,,15.0,,
CCAA,7203,SUPHAN BURI_DAN CHANG,,,,,,,10.0,,
CCAA,7204,SUPHAN BURI_BANG PLA MA,,,,,,,8.0,,
CCAA,7205,SUPHAN BURI_SI PRACHAN,,,,,,,8.0,,
CCAA,7206,SUPHAN BURI_DON CHEDI,,,,,,,4.0,,
CCAA,7207,SUPHAN BURI_SONG PHI NONG,,,,,,,11.0,,
CCAA,7208,SUPHAN BURI_SAM CHUK,,,,15.0,,,6.0,,
CCAA,7209,SUPHAN BURI_U THONG,,,,9.0,,,15.0,,
CCAA,7210,SUPHAN BURI_NONG YA SAI,,,,,,,2.0,,
CCAA,7301,NAKHON PATHOM_MUEANG NAKHON PATHOM,,,,274.0,,,334.0,,
CCAA,7302,NAKHON PATHOM_KAMPHAENG SAEN,,,,17.0,,,40.0,,
CCAA,7303,NAKHON PATHOM_NAKHON CHAI SI,,,,65.0,,,67.0,,
CCAA,7304,NAKHON PATHOM_DON TUM,,,,,,,20.0,,
CCAA,7305,NAKHON PATHOM_BANG LEN,,,,66.0,,,23.0,,
CCAA,7306,NAKHON PATHOM_SAM PHRAN,,,,103.0,,,117.0,,
CCAA,7307,NAKHON PATHOM_PHUTTHAMONTHON,,,,4.0,,,36.0,,
CCAA,7401,SAMUT SAKHON_MUEANG SAMUT SAKHON,,,,321.0,,,293.0,,
CCAA,7402,SAMUT SAKHON_KRATHUM BAEN,,,,184.0,,,127.0,,
CCAA,7403,SAMUT SAKHON_BAN PHAEO,,,,,,,22.0,,
CCAA,7501,SAMUT SONGKHRAM_MUEANG SAMUT SONGKHRAM,,,,286.0,,,60.0,,
CCAA,7502,SAMUT SONGKHRAM_BANG KHONTHI,,,,,,,9.0,,
CCAA,7503,SAMUT SONGKHRAM_AMPHAWA,,,,,,,19.0,,
CCAA,7601,PHETCHABURI_MUEANG PHETCHABURI,,,,192.0,,,185.0,,
CCAA,7602,PHETCHABURI_KHAO YOI,,,,2.0,,,35.0,,
CCAA,7603,PHETCHABURI_NONG YA PLONG,,,,,,,,,
CCAA,7604,PHETCHABURI_CHA-AM,,,,245.0,,,78.0,,
CCAA,7605,PHETCHABURI_THA YANG,,,,9.0,,,36.0,,
CCAA,7606,PHETCHABURI_BAN LAT,,,,8.0,,,23.0,,
CCAA,7607,PHETCHABURI_BAN LAEM,,,,,,,21.0,,
CCAA,7608,PHETCHABURI_KAENG KRACHAN,,,,,,,9.0,,
CCAA,7701,PRACHUAP KHIRI KHAN_MUEANG PRACHUAP KHIRI KHAN,,,,34.0,,,35.0,,
CCAA,7702,PRACHUAP KHIRI KHAN_KUI BURI,,,,,,,8.0,,
CCAA,7703,PRACHUAP KHIRI KHAN_THAP SAKAE,,,,,,,3.0,,
CCAA,7704,PRACHUAP KHIRI KHAN_BANG SAPHAN,,,,,,,20.0,,
CCAA,7705,PRACHUAP KHIRI KHAN_BANG SAPHAN NOI,,,,,,,2.0,,
CCAA,7706,PRACHUAP KHIRI KHAN_PRAN BURI,,,,12.0,,,46.0,,
CCAA,7707,PRACHUAP KHIRI KHAN_HUA HIN,,,,84.0,,,161.0,,
CCAA,7708,PRACHUAP KHIRI KHAN_SAM ROI YOT,,,,,,,12.0,,
CCAA,8001,NAKHON SI THAMMARAT_MUEANG NAKHON SI THAMMARAT,,,,291.0,,,214.0,,
CCAA,8002,NAKHON SI THAMMARAT_PHROM KHIRI,,,,,,,17.0,,
CCAA,8003,NAKHON SI THAMMARAT_LAN SAKA,,,,119.0,,,23.0,,
CCAA,8004,NAKHON SI THAMMARAT_CHAWANG,,,,3.0,,,29.0,,
CCAA,8005,NAKHON SI THAMMARAT_PHIPUN,,,,,,,24.0,,
CCAA,8006,NAKHON SI THAMMARAT_CHIAN YAI,,,,,,,6.0,,
CCAA,8007,NAKHON SI THAMMARAT_CHA-UAT,,,,,,,21.0,,
CCAA,8008,NAKHON SI THAMMARAT_THA SALA,,,,6.0,,,48.0,,
CCAA,8009,NAKHON SI THAMMARAT_THUNG SONG,,,,23.0,,,76.0,,
CCAA,8010,NAKHON SI THAMMARAT_NA BON,,,,,,,7.0,,
CCAA,8011,NAKHON SI THAMMARAT_THUNG YAI,,,,,,,12.0,,
CCAA,8012,NAKHON SI THAMMARAT_PAK PHANANG,,,,,,,37.0,,
CCAA,8013,NAKHON SI THAMMARAT_RON PHIBUN,,,,,,,37.0,,
CCAA,8014,NAKHON SI THAMMARAT_SICHON,,,,6.0,,,33.0,,
CCAA,8015,NAKHON SI THAMMARAT_KHANOM,,,,,,,17.0,,
CCAA,8016,NAKHON SI THAMMARAT_HUA SAI,,,,,,,22.0,,
CCAA,8017,NAKHON SI THAMMARAT_BANG KHAN,,,,,,,7.0,,
CCAA,8018,NAKHON SI THAMMARAT_THAM PHANNARA,,,,,,,1.0,,
CCAA,8019,NAKHON SI THAMMARAT_CHULABHORN,,,,,,,9.0,,
CCAA,8020,NAKHON SI THAMMARAT_PHRA PHROM,,,,90.0,,,33.0,,
CCAA,8021,NAKHON SI THAMMARAT_NOPPHITAM,,,,,,,7.0,,
CCAA,8022,NAKHON SI THAMMARAT_CHANG KLANG,,,,,,,5.0,,
CCAA,8023,NAKHON SI THAMMARAT_CHALOEM PHRA KIAT,,,,,,,8.0,,
CCAA,8101,KRABI_MUEANG KRABI,,,,64.0,,,131.0,,
CCAA,8102,KRABI_KHAO PHANOM,,,,93.0,,,4.0,,
CCAA,8103,KRABI_KO LANTA,,,,,,,8.0,,
CCAA,8104,KRABI_KHLONG THOM,,,,,,,14.0,,
CCAA,8105,KRABI_AO LUEK,,,,,,,8.0,,
CCAA,8106,KRABI_PLAI PHRAYA,,,,,,,10.0,,
CCAA,8107,KRABI_LAM THAP,,,,,,,6.0,,
CCAA,8108,KRABI_NUEA KHLONG,,,,,,,15.0,,
CCAA,8201,PHANGNGA_MUEANG PHANGNGA,,,,22.0,,,21.0,,
CCAA,8203,PHANGNGA_KAPONG,,,,,,,1.0,,
CCAA,8204,PHANGNGA_TAKUA THUNG,,,,1.0,,,21.0,,
CCAA,8205,PHANGNGA_TAKUA PA,,,,19.0,,,27.0,,
CCAA,8206,PHANGNGA_KHURA BURI,,,,,,,5.0,,
CCAA,8207,PHANGNGA_THAP PUT,,,,,,,3.0,,
CCAA,8208,PHANGNGA_THAI MUEANG,,,,,,,12.0,,
CCAA,8301,PHUKET_MUEANG PHUKET,,,,517.0,,,346.0,,
CCAA,8302,PHUKET_KATHU,,,,2.0,,,94.0,,
CCAA,8303,PHUKET_THALANG,,,,48.0,,,200.0,,
CCAA,8401,SURAT THANI_MUEANG SURAT THANI,,,,431.0,,,200.0,,
CCAA,8402,SURAT THANI_KANCHANADIT,,,,2.0,,,46.0,,
CCAA,8403,SURAT THANI_DON SAK,,,,2.0,,,24.0,,
CCAA,8404,SURAT THANI_KO SAMUI,,,,150.0,,,147.0,,
CCAA,8405,SURAT THANI_KO PHA-NGAN,,,,3.0,,,25.0,,
CCAA,8406,SURAT THANI_CHAIYA,,,,3.0,,,15.0,,
CCAA,8407,SURAT THANI_THA CHANA,,,,,,,8.0,,
CCAA,8408,SURAT THANI_KHIRI RAT NIKHOM,,,,,,,11.0,,
CCAA,8409,SURAT THANI_BAN TA KHUN,,,,,,,11.0,,
CCAA,8410,SURAT THANI_PHANOM,,,,,,,7.0,,
CCAA,8411,SURAT THANI_THA CHANG,,,,,,,6.0,,
CCAA,8412,SURAT THANI_BAN NA SAN,,,,,,,41.0,,
CCAA,8413,SURAT THANI_BAN NA DOEM,,,,,,,8.0,,
CCAA,8414,SURAT THANI_KHIAN SA,,,,,,,21.0,,
CCAA,8415,SURAT THANI_WIANG SA,,,,6.0,,,24.0,,
CCAA,8416,SURAT THANI_PHRASAENG,,,,,,,14.0,,
CCAA,8417,SURAT THANI_PHUNPHIN,,,,,,,59.0,,
CCAA,8418,SURAT THANI_CHAI BURI,,,,,,,7.0,,
CCAA,8419,SURAT THANI_VIBHAVADI,,,,,,,14.0,,
CCAA,8501,RANONG_MUEANG RANONG,,,,107.0,,,69.0,,
CCAA,8502,RANONG_LA-UN,,,,,,,9.0,,
CCAA,8503,RANONG_KAPOE,,,,,,,5.0,,
CCAA,8504,RANONG_KRA BURI,,,,,,,14.0,,
CCAA,8505,RANONG_SUK SAMRAN,,,,,,,,,
CCAA,8601,CHUMPHON_MUEANG CHUMPHON,,,,95.0,,,97.0,,
CCAA,8602,CHUMPHON_THA SAE,,,,,,,7.0,,
CCAA,8603,CHUMPHON_PATHIO,,,,,,,9.0,,
CCAA,8604,CHUMPHON_LANG SUAN,,,,,,,14.0,,
CCAA,8605,CHUMPHON_LAMAE,,,,,,,,,
CCAA,8606,CHUMPHON_PHATO,,,,,,,,,
CCAA,8607,CHUMPHON_SAWI,,,,,,,14.0,,
CCAA,8608,CHUMPHON_THUNG TAKO,,,,,,,5.0,,
CCAA,9001,SONGKHLA_MUEANG SONGKHLA,,,,315.0,,,129.0,,
CCAA,9002,SONGKHLA_SATHING PHRA,,,,23.0,,,7.0,,
CCAA,9003,SONGKHLA_CHANA,,,,12.0,,,18.0,,
CCAA,9004,SONGKHLA_NA THAWI,,,,,,,8.0,,
CCAA,9005,SONGKHLA_THEPHA,,,,,,,15.0,,
CCAA,9006,SONGKHLA_SABA YOI,,,,,,,26.0,,
CCAA,9007,SONGKHLA_RANOT,,,,,,,10.0,,
CCAA,9008,SONGKHLA_KRASAE SIN,,,,,,,,,
CCAA,9009,SONGKHLA_RATTAPHUM,,,,,,,15.0,,
CCAA,9010,SONGKHLA_SADAO,,,,4.0,,,47.0,,
CCAA,9011,SONGKHLA_HAT YAI,,,,345.0,,,522.0,,
CCAA,9012,SONGKHLA_NA MOM,,,,,,,12.0,,
CCAA,9013,SONGKHLA_KHUAN NIANG,,,,,,,11.0,,
CCAA,9014,SONGKHLA_BANG KLAM,,,,1.0,,,67.0,,
CCAA,9015,SONGKHLA_SINGHANAKHON,,,,,,,18.0,,
CCAA,9016,SONGKHLA_KHLONG HOI KHONG,,,,,,,13.0,,
CCAA,9101,SATUN_MUEANG SATUN,,,,110.0,,,39.0,,
CCAA,9102,SATUN_KHUAN DON,,,,1.0,,,1.0,,
CCAA,9103,SATUN_KHUAN KALONG,,,,,,,9.0,,
CCAA,9104,SATUN_THA PHAE,,,,,,,19.0,,
CCAA,9105,SATUN_LA-NGU,,,,7.0,,,15.0,,
CCAA,9106,SATUN_THUNG WA,,,,,,,2.0,,
CCAA,9107,SATUN_MANANG,,,,,,,2.0,,
CCAA,9201,TRANG_MUEANG TRANG,,,,66.0,,,68.0,,
CCAA,9202,TRANG_KANTANG,,,,,,,17.0,,
CCAA,9203,TRANG_YAN TA KHAO,,,,4.0,,,13.0,,
CCAA,9204,TRANG_PALIAN,,,,3.0,,,5.0,,
CCAA,9205,TRANG_SIKAO,,,,,,,11.0,,
CCAA,9206,TRANG_HUAI YOT,,,,,,,8.0,,
CCAA,9207,TRANG_WANG WISET,,,,,,,14.0,,
CCAA,9208,TRANG_NA YONG,,,,,,,16.0,,
CCAA,9209,TRANG_RATSADA,,,,1.0,,,5.0,,
CCAA,9210,TRANG_HAT SAMRAN,,,,,,,5.0,,
CCAA,9301,PHATTHALUNG_MUEANG PHATTHALUNG,,,,17.0,,,52.0,,
CCAA,9302,PHATTHALUNG_KONG RA,,,,,,,18.0,,
CCAA,9303,PHATTHALUNG_KHAO CHAISON,,,,73.0,,,45.0,,
CCAA,9304,PHATTHALUNG_TAMOT,,,,90.0,,,21.0,,
CCAA,9305,PHATTHALUNG_KHUAN KHANUN,,,,,,,24.0,,
CCAA,9306,PHATTHALUNG_PAK PHAYUN,,,,,,,10.0,,
CCAA,9307,PHATTHALUNG_SI BANPHOT,,,,,,,4.0,,
CCAA,9308,PHATTHALUNG_PA BON,,,,,,,31.0,,
CCAA,9309,PHATTHALUNG_BANG KAEO,,,,2.0,,,9.0,,
CCAA,9310,PHATTHALUNG_PA PHAYOM,,,,,,,17.0,,
CCAA,9311,PHATTHALUNG_SRINAGARINDRA,,,,,,,13.0,,
CCAA,9401,PATTANI_MUEANG PATTANI,,,,185.0,,,51.0,,
CCAA,9402,PATTANI_KHOK PHO,,,,,,,6.0,,
CCAA,9403,PATTANI_NONG CHIK,,,,,,,27.0,,
CCAA,9404,PATTANI_PANARE,,,,,,,3.0,,
CCAA,9405,PATTANI_MAYO,,,,1.0,,,10.0,,
CCAA,9406,PATTANI_THUNG YANG DAENG,,,,,,,2.0,,
CCAA,9407,PATTANI_SAI BURI,,,,,,,12.0,,
CCAA,9408,PATTANI_MAI KAEN,,,,,,,,,
CCAA,9409,PATTANI_YARING,,,,,,,20.0,,
CCAA,9410,PATTANI_YARANG,,,,,,,23.0,,
CCAA,9411,PATTANI_KAPHO,,,,,,,6.0,,
CCAA,9412,PATTANI_MAE LAN,,,,,,,1.0,,
CCAA,9501,YALA_MUEANG YALA,,,,50.0,,,90.0,,
CCAA,9502,YALA_BETONG,,,,57.0,,,7.0,,
CCAA,9503,YALA_BANNANG SATA,,,,,,,20.0,,
CCAA,9504,YALA_THAN TO,,,,,,,3.0,,
CCAA,9505,YALA_YAHA,,,,,,,5.0,,
CCAA,9506,YALA_RAMAN,,,,,,,11.0,,
CCAA,9507,YALA_KABANG,,,,,,,8.0,,
CCAA,9508,YALA_KRONG PINANG,,,,,,,7.0,,
CCAA,9601,NARATHIWAT_MUEANG NARATHIWAT,,,,68.0,,,67.0,,
CCAA,9602,NARATHIWAT_TAK BAI,,,,,,,29.0,,
CCAA,9603,NARATHIWAT_BACHO,,,,,,,24.0,,
CCAA,9604,NARATHIWAT_YI-NGO,,,,,,,18.0,,
CCAA,9605,NARATHIWAT_RA-NGAE,,,,71.0,,,36.0,,
CCAA,9606,NARATHIWAT_RUESO,,,,56.0,,,46.0,,
CCAA,9607,NARATHIWAT_SI SAKHON,,,,,,,16.0,,
CCAA,9608,NARATHIWAT_WAENG,,,,,,,9.0,,
CCAA,9609,NARATHIWAT_SUKHIRIN,,,,,,,3.0,,
CCAA,9610,NARATHIWAT_SU-NGAI KOLOK,,,,2.0,,,29.0,,
CCAA,9611,NARATHIWAT_SU-NGAI PADI,,,,,,,8.0,,
CCAA,9612,NARATHIWAT_CHANAE,,,,,,,19.0,,
CCAA,9613,NARATHIWAT_CHO-AIRONG,,,,,,,9.0,,
